smiles,fgs
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,"{'Dialkylether': [(13, 12, 14)], 'Tertiary amide': [(2, 3, 4, 5, 11)], 'Urea': [(20, 26, 27, 23)], 'Benzene': [(5, 6, 7, 8, 9, 10)], 'tetrazole': [(26, 23, 22, 21, 20)], 'piperidine': [(11, 15, 16, 17, 28, 29)]}"
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,"{'Tertiary hydroxyl': [(12, 11)], 'Tertiary amide': [(3, 4, 1, 0, 2)], 'Arylchloride': [(17, 16)], 'Benzene': [(13, 14, 15, 16, 18, 19), (22, 23, 24, 25, 26, 27), (28, 29, 30, 31, 32, 33)], 'piperidine': [(11, 10, 9, 8, 21, 20)]}"
CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,"{'Primary hydroxyl': [(13, 12)], 'Carboxylic ester': [(9, 10, 8, 7)], 'Benzene': [(14, 15, 16, 17, 18, 19)], 'pyrrolidine': [(3, 4, 5, 1, 2)], 'piperidine': [(7, 6, 5, 1, 2, 20)]}"
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,"{'Alkylarylether': [(1, 2, 0)], 'Secondary amide': [(9, 10, 11, 12)], 'Urea': [(21, 22, 23, 24)], 'Arylchloride': [(6, 5)], 'Sulfonyl': [(18, 19, 20)], 'Sulfonic derivative': [(18, 19, 20, 21)], 'Benzene': [(2, 3, 4, 5, 7, 8), (14, 15, 16, 17, 31, 32)]}"
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,"{'Primary aromatic amine': [(0, 1), (14, 13)], 'Arylchloride': [(10, 9), (12, 11)], 'Benzene': [(5, 6, 7, 8, 9, 11)], '1,2,4-triazine': [(13, 4, 3, 2, 1, 15)]}"
CCCC(C)C,{}
C[C@H](N)Cc1ccccc1,"{'Primary aliphatic amine': [(2,)], 'Benzene': [(4, 5, 6, 7, 8, 9)]}"
CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,"{'Dialkylthioether': [(9, 8, 10)], 'Tertiary aliphatic amine': [(1,)], 'Secondary mixed amine': [(12,)], 'Oxoarene': [(15, 16)], 'Benzene': [(19, 20, 21, 22, 27, 28), (22, 23, 24, 25, 26, 27)], 'furan': [(5, 6, 7, 31, 4)], 'pyrimidine': [(17, 15, 14, 13, 30, 29)]}"
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,"{'Secondary hydroxyl': [(7, 6)], 'Alkylarylether': [(9, 10, 8)], 'Secondary aliphatic amine': [(4,)], '1,2-Diol': [(18, 17, 19, 20)], 'Benzene': [(10, 11, 12, 13, 14, 15)]}"
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,"{'Dialkylether': [(13, 12, 14)], 'Tertiary amide': [(2, 3, 4, 5, 11)], 'Benzene': [(5, 6, 7, 8, 9, 10)], 'thiophene': [(21, 22, 23, 24, 20)], 'piperidine': [(11, 15, 16, 17, 25, 26)]}"
CCNC(=NC#N)NCCSCc1ncccc1Br,"{'Dialkylthioether': [(10, 9, 11)], 'Nitrile': [(6, 5)], 'Guanidine': [(2, 3, 4, 7)], 'Arylbromide': [(18, 17)], 'pyridine': [(16, 15, 14, 13, 12, 17)]}"
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,"{'Tertiary amide': [(16, 17, 18, 19, 20)], 'Benzene': [(1, 2, 3, 4, 21, 22)], 'imidazole': [(5, 14, 13, 7, 6)], 'pyridine': [(9, 8, 7, 13, 12, 10)]}"
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,"{'Secondary mixed amine': [(20,)], 'Arylchloride': [(17, 16)], 'Iminoarene': [(11, 12)], 'Benzene': [(6, 7, 8, 9, 10, 11), (13, 14, 15, 16, 18, 19)], 'piperazine': [(2, 3, 4, 21, 22, 1)]}"
FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,"{'Arylchloride': [(16, 15)], 'Trifluoromethyl': [(0, 1, 2, 3)], 'pyridine': [(5, 4, 15, 14, 7, 6)], 'piperazine': [(9, 10, 11, 12, 13, 8)]}"
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O.O,"{'Dialkylthioether': [(18, 17, 19)], 'Carboxylic acid': [(23, 24, 25)], 'Amide': [(32, 33, 5)], 'Secondary amide': [(10, 11, 12, 13)], 'Lactam': [(32, 34, 35, 2)], 'Urea': [(5, 6, 7, 8)], 'Benzene': [(26, 27, 28, 29, 30, 31)], 'azetidin-2-one': [(15, 14, 13, 17, 16)], 'piperazine': [(3, 4, 5, 32, 34, 2)]}"
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"{'Barbiturate': [(5, 8, 9, 10, 11, 12, 13, 14, 15)]}"
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"{'Alkylarylether': [(3, 4, 2)], 'Carboxylic acid': [(20, 21, 22)], 'Arylfluoride': [(14, 13)], 'Oxoarene': [(17, 18)], 'piperazine': [(7, 8, 9, 11, 12, 6)], 'quinoline': [(13, 5, 4, 25, 24, 23, 19, 17, 16, 15)]}"
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,"{'Alkylarylether': [(6, 7, 5)], 'Secondary amide': [(1, 0, 2, 3)], 'Benzene': [(7, 8, 9, 10, 11, 19), (20, 21, 22, 23, 24, 25)], 'piperidine': [(16, 15, 14, 13, 18, 17)]}"
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O,"{'Carboxylic ester': [(5, 6, 7, 8)], 'Lactam': [(19, 20, 21, 1)], 'imidazole': [(3, 4, 12, 13, 14)], 'thiophene': [(15, 16, 17, 18, 19)]}"
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,"{'Tertiary amide': [(2, 3, 4, 5, 11)], 'Benzene': [(5, 6, 7, 8, 9, 10), (17, 18, 19, 20, 21, 22)], 'piperidine': [(11, 12, 13, 14, 23, 24)]}"
CCOC(=O)c1cncn1C(C)c1ccccc1,"{'Carboxylic ester': [(3, 4, 2, 1)], 'Benzene': [(12, 13, 14, 15, 16, 17)], 'imidazole': [(5, 6, 7, 8, 9)]}"
CN(C)c1cc(-c2nc(N)n[nH]2)ccn1,"{'Primary aromatic amine': [(9, 8)], 'Tertiary mixed amine': [(1,)], '4H-1,2,4-triazole': [(6, 7, 8, 10, 11)], 'pyridine': [(5, 4, 3, 14, 13, 12)]}"
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"{'Arylchloride': [(20, 19)], 'piperazine': [(2, 3, 4, 23, 24, 1)], 'phenothiazine': [(11, 12, 13, 14, 9, 10, 8, 22, 21, 19, 18, 17, 16, 15)]}"
Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,"{'Primary aromatic amine': [(0, 1)], 'Phenol': [(11, 10)], 'Aryliodide': [(17, 16)], 'Benzene': [(1, 2, 3, 4, 15, 16)], 'benzo[d]thiazole': [(9, 10, 12, 13, 14, 5, 6, 7, 8)]}"
CC(=O)Nc1cccc(-c2csc(N=C(N)N)n2)c1,"{'Secondary amide': [(1, 2, 3, 4)], 'Guanidine': [(15, 14, 13, 16)], 'Benzene': [(4, 5, 6, 7, 8, 18)], 'thiazole': [(9, 10, 11, 12, 17)]}"
CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,"{'Secondary amide': [(10, 11, 9, 8)], 'piperidine': [(4, 3, 2, 1, 6, 5), (8, 7, 6, 1, 2, 22)], '1H-indazole': [(19, 18, 17, 16, 14, 13, 12, 21, 20)]}"
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,"{'Alkylchloride': [(17, 16), (18, 16)], 'Primary hydroxyl': [(12, 11)], 'Secondary hydroxyl': [(9, 8)], 'Secondary amide': [(14, 15, 13, 10)], 'Sulfonyl': [(1, 2, 3)], 'Benzene': [(4, 5, 6, 7, 19, 20)]}"
NC(N)=Nc1nc(-c2ccccc2)cs1,"{'Guanidine': [(0, 1, 3, 2)], 'Benzene': [(7, 8, 9, 10, 11, 12)], 'thiazole': [(6, 13, 14, 4, 5)]}"
Cc1cccc(C)c1OCC(C)N,"{'Alkylarylether': [(8, 7, 9)], 'Primary aliphatic amine': [(12,)], 'Benzene': [(1, 2, 3, 4, 5, 7)]}"
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,"{'Tertiary aliphatic amine': [(22,)], 'Carboxylic ester': [(2, 3, 4, 5)], 'Benzene': [(7, 8, 9, 10, 11, 12), (13, 14, 15, 16, 17, 18)]}"
CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,"{'Secondary aliphatic amine': [(1,)], 'Arylchloride': [(17, 16)], 'phenothiazine': [(8, 9, 10, 11, 6, 7, 5, 19, 18, 16, 15, 14, 13, 12)]}"
CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1,"{'Tertiary aliphatic amine': [(1,)], 'Secondary mixed amine': [(13,)], 'Nitro': [(19, 20, 21)], 'Benzene': [(8, 9, 10, 11, 12, 22)], '2H-pyrrole': [(17, 18, 14, 15, 16)], 'furan': [(5, 6, 7, 23, 4)]}"
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,"{'Alkene': [(8, 9)], 'Secondary hydroxyl': [(21, 20)], 'Dialkylthioether': [(29, 28, 30)], 'Alkylarylthioether': [(6, 5, 7)], 'Carboxylic acid': [(10, 11, 12)], 'Secondary amide': [(18, 19, 17, 16)], 'Benzene': [(22, 23, 24, 25, 26, 27)], 'azetidin-2-one': [(15, 14, 16, 28, 13)], 'tetrazole': [(5, 4, 3, 2, 1)]}"
CN(C)CCc1ccccn1,"{'Tertiary aliphatic amine': [(1,)], 'pyridine': [(7, 6, 5, 10, 9, 8)]}"
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,"{'Lactam': [(2, 1, 0, 5)], 'Trifluoromethyl': [(18, 17, 19, 20)], 'pyrrolidine': [(2, 3, 4, 5, 1)], 'pyridine': [(16, 15, 14, 23, 22, 21)], 'piperazine': [(11, 12, 13, 24, 25, 10)]}"
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"{'Alkene': [(0, 1)], 'Secondary hydroxyl': [(11, 10)], 'Alkylarylether': [(20, 19, 21)], 'quinoline': [(19, 18, 17, 16, 15, 14, 13, 12, 23, 22)], 'quinuclidine': [(2, 3, 4, 5, 6, 7, 8, 9)]}"
CCc1ccccc1,"{'Benzene': [(2, 3, 4, 5, 6, 7)]}"
NC(N)=Nc1nc(-c2cccc(N)c2)cs1,"{'Primary aromatic amine': [(12, 11)], 'Guanidine': [(0, 1, 3, 2)], 'Benzene': [(7, 8, 9, 10, 11, 13)], 'thiazole': [(6, 14, 15, 4, 5)]}"
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"{'Alkene': [(49, 50)], 'Tertiary hydroxyl': [(3, 2), (36, 35)], 'Alkylarylether': [(30, 29, 31)], 'Carboxylic ester': [(20, 21, 22, 23), (37, 38, 39, 40), (43, 45, 42, 41)], 'piperidine': [(4, 2, 58, 7, 6, 5)], 'indoline': [(24, 29, 28, 27, 26, 25, 55, 34, 32)], '1H-indole': [(16, 15, 14, 13, 12, 11, 10, 18, 17)], 'azonane': [(34, 35, 41, 46, 56, 52, 53, 54, 55)]}"
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,"{'Secondary hydroxyl': [(13, 12)], 'Alkylarylether': [(10, 9, 11)], 'Secondary aliphatic amine': [(15,)], 'Ketone': [(19, 20, 22, 21)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(6, 7, 8, 9, 19, 23)]}"
NCCCN1c2ccccc2Sc2ccc(Cl)cc21,"{'Primary aliphatic amine': [(0,)], 'Arylchloride': [(16, 15)], 'phenothiazine': [(7, 8, 9, 10, 5, 6, 4, 18, 17, 15, 14, 13, 12, 11)]}"
CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,"{'Dialkylthioether': [(9, 8, 10)], 'Tertiary aliphatic amine': [(1,)], 'Secondary mixed amine': [(12,)], 'Nitro': [(25, 26, 27)], 'Benzene': [(18, 19, 20, 21, 22, 23)], '1H-pyrrole': [(16, 24, 13, 14, 15)], 'furan': [(5, 6, 7, 28, 4)]}"
CNC(=NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1,"{'Nitrile': [(5, 4)], 'Guanidine': [(1, 2, 3, 6), (18, 17, 16, 19)], 'Benzene': [(7, 8, 9, 10, 11, 21)], 'thiazole': [(12, 13, 14, 15, 20)]}"
CNCCc1ccccn1,"{'Secondary aliphatic amine': [(1,)], 'pyridine': [(6, 5, 4, 9, 8, 7)]}"
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.[Cl-].[H+],"{'Secondary aliphatic amine': [(1,)], 'Arylchloride': [(10, 9), (12, 11)], 'Benzene': [(6, 7, 8, 9, 11, 13), (14, 15, 16, 17, 18, 19)]}"
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"{'Alkene': [(50, 51)], 'Tertiary hydroxyl': [(3, 2), (37, 36)], 'Alkylarylether': [(30, 29, 31)], 'Carboxylic ester': [(20, 21, 22, 23), (38, 39, 40, 41), (44, 46, 43, 42)], 'Tertiary amide': [(33, 34, 32, 27, 35)], 'piperidine': [(4, 2, 59, 7, 6, 5)], 'indoline': [(24, 29, 28, 27, 26, 25, 56, 35, 32)], '1H-indole': [(16, 15, 14, 13, 12, 11, 10, 18, 17)], 'azonane': [(35, 36, 42, 47, 57, 53, 54, 55, 56)]}"
CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Secondary amide': [(4, 5, 3, 2)], 'Benzene': [(10, 11, 12, 13, 14, 15), (23, 24, 25, 26, 27, 28)], 'quinoline': [(20, 19, 18, 17, 16, 9, 7, 6, 22, 21)]}"
O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1,"{'Alkylarylether': [(23, 24, 22)], 'Arylchloride': [(29, 28)], 'Sulfonamide': [(1, 0, 2, 12)], 'Benzene': [(24, 25, 26, 27, 28, 30)], 'pyrrolidine': [(14, 15, 16, 12, 13)], 'piperidine': [(22, 21, 20, 19, 32, 31)], '1H-indole': [(4, 3, 11, 10, 9, 8, 7, 6, 5)]}"
CN(C)Cc1ccnc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)c1,"{'Tertiary aliphatic amine': [(1,)], 'Secondary mixed amine': [(14,)], 'Nitro': [(20, 21, 22)], 'Benzene': [(9, 10, 11, 12, 13, 23)], '2H-pyrrole': [(18, 19, 15, 16, 17)], 'pyridine': [(4, 5, 6, 7, 8, 24)]}"
CNCCCC12CCC(c3ccccc31)c1ccccc12,"{'Secondary aliphatic amine': [(1,)], 'Benzene': [(9, 10, 11, 12, 13, 14), (15, 16, 17, 18, 19, 20)]}"
c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,"{'Alkylarylether': [(12, 11, 13)], 'Isothiourea': [(18, 17, 21, 16)], 'Benzene': [(0, 1, 2, 10, 11, 22)], 'thiazole': [(19, 20, 21, 17, 18)], 'piperidine': [(7, 6, 5, 4, 9, 8)]}"
CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O,"{'Tertiary hydroxyl': [(12, 9)], 'Lactam': [(23, 24, 25, 1)], 'Arylchloride': [(22, 21)], 'Hetero N nonbasic': [(6,), (13,)], 'Hetero O': [(7,)], 'Benzene': [(17, 18, 19, 20, 21, 23)], 'imidazole': [(3, 4, 14, 15, 16)]}"
CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1.[Na+],"{'Alkene': [(11, 15)], 'Dialkylthioether': [(22, 21, 23)], 'Oximether': [(2, 3, 1, 0)], 'Carboxylic acid': [(12, 13, 14)], 'Carboxylic ester': [(18, 20, 17, 16)], 'Secondary amide': [(4, 5, 6, 7)], 'Isothiourea': [(29, 27, 26, 28)], 'azetidin-2-one': [(9, 8, 7, 23, 10)], 'thiazole': [(24, 25, 26, 27, 29)]}"
NC(=O)N1c2ccccc2C2OC2c2ccccc21,"{'Urea': [(0, 1, 2, 3)], 'Benzene': [(4, 5, 6, 7, 8, 9), (13, 14, 15, 16, 17, 18)], 'oxirane': [(10, 12, 11)]}"
C1CCCCC1,{}
Cc1csc(N=C(N)N)n1,"{'Guanidine': [(7, 6, 5, 8)], 'thiazole': [(1, 2, 3, 4, 9)]}"
CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,"{'Tertiary aliphatic amine': [(3,)], 'Lactam': [(16, 17, 18, 19)], 'Phenol': [(13, 12)], 'indoline': [(10, 11, 12, 14, 15, 9, 16, 17, 19)]}"
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,"{'Diarylether': [(9, 10, 11)], 'Arylchloride': [(15, 14)], 'Benzene': [(4, 5, 6, 7, 8, 9), (11, 12, 13, 14, 16, 17)], 'pyrrolidine': [(3, 18, 19, 1, 2)]}"
CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,"{'Dialkylthioether': [(9, 8, 10)], 'Tertiary aliphatic amine': [(1,)], 'Nitro': [(18, 19, 20)], '2H-pyrrole': [(16, 17, 13, 14, 15)], 'furan': [(5, 6, 7, 21, 4)]}"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,"{'Alkene': [(11, 15)], 'Dialkylthioether': [(22, 21, 23)], 'Oximether': [(2, 3, 1, 0)], 'Carboxylic acid': [(12, 13, 14)], 'Secondary amide': [(4, 5, 6, 7)], 'Urethane': [(19, 18, 20, 17)], 'azetidin-2-one': [(9, 8, 7, 23, 10)], 'furan': [(25, 26, 27, 28, 24)]}"
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,"{'Alkylarylether': [(12, 11, 13)], 'Isourea': [(18, 17, 25, 16)], 'Benzene': [(0, 1, 2, 10, 11, 26)], 'piperidine': [(7, 6, 5, 4, 9, 8)], 'benzo[d]oxazole': [(21, 22, 23, 24, 25, 17, 18, 19, 20)]}"
Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,"{'Tertiary hydroxyl': [(15, 14)], 'Diarylether': [(6, 7, 8)], 'Benzene': [(1, 2, 3, 4, 5, 6), (8, 9, 10, 11, 12, 13)], 'piperidine': [(14, 16, 17, 18, 20, 21)]}"
O=[N+]([O-])C1=CC=NC1NCCSCc1ccccn1,"{'Dialkylthioether': [(11, 10, 12)], 'Nitro': [(1, 0, 2)], '2H-pyrrole': [(4, 3, 7, 6, 5)], 'pyridine': [(15, 14, 13, 18, 17, 16)]}"
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,"{'Alkylarylthioether': [(3, 4, 2)], 'Urethane': [(10, 11, 12, 13)], 'benzimidazole': [(4, 5, 6, 7, 8, 9, 15, 16, 17)]}"
NCCc1cn2ccccc2n1,"{'Primary aliphatic amine': [(0,)], 'imidazole': [(3, 4, 5, 10, 11)], 'pyridine': [(8, 7, 6, 5, 10, 9)]}"
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,"{'Alkylchloride': [(13, 12)], 'Secondary hydroxyl': [(11, 10)], 'Nitro': [(5, 6, 7)], 'imidazole': [(3, 4, 8, 1, 2)]}"
CCCN(CCC)CCc1cccc2c1CC(=O)N2,"{'Tertiary aliphatic amine': [(3,)], 'Lactam': [(15, 16, 17, 18)], 'indoline': [(10, 11, 12, 13, 14, 9, 15, 16, 18)]}"
Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,"{'Diarylether': [(4, 18, 17)], 'Arylchloride': [(0, 1)], 'Benzene': [(1, 2, 3, 4, 5, 6), (12, 13, 14, 15, 16, 17)], 'pyrrolidine': [(7, 11, 10, 9, 8)]}"
CN(C)CCC=C1c2ccccc2CCc2ccccc21,"{'Alkene': [(5, 6)], 'Tertiary aliphatic amine': [(1,)], 'Benzene': [(7, 8, 9, 10, 11, 12), (15, 16, 17, 18, 19, 20)]}"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,"{'Alkene': [(11, 15)], 'Dialkylthioether': [(28, 27, 29)], 'Alkylarylthioether': [(17, 18, 16)], 'Oximether': [(2, 3, 1, 0)], 'Carboxylic acid': [(12, 13, 14)], 'Secondary amide': [(4, 5, 6, 7)], 'Lactam': [(20, 22, 23, 24)], 'Isothiourea': [(35, 33, 32, 34)], 'Oxoarene': [(20, 21)], 'azetidin-2-one': [(9, 8, 7, 29, 10)], 'thiazole': [(30, 31, 32, 33, 35)], '1,2,4-triazine': [(20, 22, 24, 25, 18, 19)]}"
