smiles,fgs
CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,"{'Alkene': [(12, 13)], 'Secondary aliphatic amine': [(1,)], 'Benzene': [(6, 7, 8, 9, 10, 11), (14, 15, 16, 17, 18, 19)]}"
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,"{'Alkene': [(0, 1), (7, 8)], 'Ketone': [(8, 9, 10, 11), (19, 24, 26, 25)], 'Carboxylic ester': [(21, 23, 20, 19)]}"
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,"{'Alkylarylether': [(1, 2, 0)], 'Amide': [(5, 6, 7)], 'Urethane': [(30, 31, 32, 33)], 'Sulfonyl': [(8, 9, 10)], 'Sulfonic derivative': [(8, 9, 10, 7)], 'Benzene': [(2, 3, 4, 18, 19, 20), (11, 12, 13, 14, 15, 16)], '1H-indole': [(29, 28, 27, 26, 24, 23, 22, 40, 39)]}"
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,"{'pyrrolidine': [(3, 4, 20, 1, 2)], 'phenothiazine': [(9, 10, 11, 12, 7, 8, 6, 19, 18, 17, 16, 15, 14, 13)]}"
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,"{'Secondary hydroxyl': [(19, 18)], 'Dialkylether': [(8, 7, 9)], 'Alkylarylether': [(1, 2, 0), (23, 22, 24)], 'Benzene': [(2, 3, 4, 5, 21, 22)], 'pyrrolidine': [(17, 18, 20, 15, 16)]}"
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,"{'Sulfoxide': [(21,)], 'Sulfonic acid': [(27, 26, 28, 29)], 'Benzene': [(30, 31, 32, 33, 34, 35)], 'piperidine': [(4, 3, 2, 1, 6, 5)], 'phenothiazine': [(12, 13, 14, 15, 10, 11, 9, 25, 24, 20, 19, 18, 17, 16)]}"
C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+],"{'Alkene': [(0, 1)], 'Alkylarylether': [(10, 9, 11)], 'Ketone': [(1, 4, 5, 6)], 'Carboxylic acid': [(12, 13, 14)], 'Arylchloride': [(16, 15), (18, 17)], 'Benzene': [(6, 7, 8, 9, 15, 17)]}"
C1CNCCN1.C1CNCCN1.C1CNCCN1.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,"{'Tertiary hydroxyl': [(24, 23), (37, 36)], 'Carboxylic acid': [(20, 19, 21), (26, 27, 28), (29, 30, 31), (33, 32, 34), (39, 40, 41), (42, 43, 44)], 'piperazine': [(0, 1, 2, 3, 4, 5), (6, 7, 8, 9, 10, 11), (12, 13, 14, 15, 16, 17)]}"
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"{'Alkene': [(21, 22)], 'Secondary hydroxyl': [(31, 30)], 'Ketone': [(6, 7, 8, 9), (22, 23, 24, 25)], 'Carboxylic ester': [(3, 4, 5, 6), (11, 12, 10, 9)]}"
O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,"{'Dialkylether': [(29, 27, 30)], 'Secondary amide': [(1, 0, 2, 3)], 'Lactam': [(16, 21, 22, 23)], 'Phenol': [(18, 17)], 'Arylfluoride': [(6, 5), (9, 8), (12, 11)], 'Oxoarene': [(19, 20)], 'Benzene': [(4, 5, 7, 8, 10, 11)], 'pyridine': [(19, 17, 16, 15, 14, 13)]}"
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,"{'Primary hydroxyl': [(5, 4)], 'Tertiary aliphatic amine': [(2,)], 'Secondary mixed amine': [(11,)], 'Arylchloride': [(19, 18)], 'Sulfuric acid': [(24, 23, 25, 26, 27)], 'quinoline': [(20, 18, 17, 16, 15, 14, 13, 12, 22, 21)]}"
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,"{'Alkylarylether': [(1, 2, 0), (16, 15, 17), (19, 18, 20), (22, 23, 21), (37, 36, 38), (40, 39, 41)], 'Primary aromatic amine': [(10, 9), (13, 12), (31, 30), (34, 33)], 'Sulfuric acid': [(43, 42, 44, 45, 46)], 'Benzene': [(2, 3, 4, 14, 15, 18), (23, 24, 25, 35, 36, 39)], 'pyrimidine': [(6, 7, 8, 9, 11, 12), (27, 28, 29, 30, 32, 33)]}"
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,"{'Alkene': [(14, 15), (20, 21)], 'Ketone': [(6, 12, 13, 14), (21, 22, 23, 24)], 'Sulfonic acid': [(8, 9, 10, 11), (26, 27, 28, 29)], 'Benzene': [(16, 17, 18, 19, 36, 37)]}"
Nc1ccc(C(=O)[O-])c(O)c1.[K+],"{'Primary aromatic amine': [(0, 1)], 'Carboxylic acid': [(5, 6, 7)], 'Phenol': [(9, 8)], 'Benzene': [(1, 2, 3, 4, 8, 10)]}"
N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,"{'Primary aliphatic amine': [(37,)], 'Secondary aliphatic amine': [(8,)], 'Secondary amide': [(20, 21, 19, 18)], 'Nitrile': [(0, 1)], 'Arylfluoride': [(17, 16)], 'Trifluoromethyl': [(26, 25, 27, 28)], 'Benzene': [(2, 3, 4, 5, 6, 40), (13, 14, 15, 16, 18, 39), (31, 32, 33, 34, 35, 38)], 'pyrazole': [(23, 22, 30, 29, 24)]}"
O=C([O-])CCCO.[Na+],"{'Primary hydroxyl': [(6, 5)], 'Carboxylic acid': [(1, 0, 2)]}"
NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,"{'Primary aliphatic amine': [(0,)], 'Phosphoric acid': [(9, 8, 10, 11, 12), (14, 13, 15, 16, 17)], 'imidazole': [(3, 4, 5, 6, 7)]}"
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"{'Alkene': [(7, 8)], 'Diarylthioether': [(14, 15, 16)], 'Sulfonamide': [(20, 21, 22, 23)], 'Benzene': [(9, 10, 11, 12, 13, 14), (16, 17, 18, 19, 26, 27)], 'piperazine': [(2, 3, 4, 28, 29, 1)]}"
CC(C)(N)Cc1ccccc1,"{'Primary aliphatic amine': [(3,)], 'Benzene': [(5, 6, 7, 8, 9, 10)]}"
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,"{'Primary aliphatic amine': [(7,)], 'Carboxylic ester': [(3, 4, 2, 1)], 'Phenol': [(13, 12), (15, 14)], 'Benzene': [(9, 10, 11, 12, 14, 16)]}"
O=C([O-])CCCO.O=C([O-])CCCO.[Mg+2],"{'Primary hydroxyl': [(6, 5), (13, 12)], 'Carboxylic acid': [(1, 0, 2), (8, 7, 9)]}"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,"{'Alkyne': [(0, 1)], 'Tertiary hydroxyl': [(3, 2)], 'Alkylarylether': [(13, 12, 14)], 'Benzene': [(10, 11, 12, 19, 20, 21)]}"
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.O=C(O)CC(O)C(=O)O,"{'Secondary hydroxyl': [(34, 33)], 'Alkylarylether': [(1, 2, 0)], 'Alkylarylthioether': [(7, 8, 6)], 'Tertiary aliphatic amine': [(17,)], 'Carboxylic acid': [(30, 29, 31), (35, 36, 37)], 'Carboxylic ester': [(24, 26, 23, 22)], 'Lactam': [(22, 20, 21, 14)], 'Benzene': [(2, 3, 4, 5, 27, 28), (8, 9, 10, 11, 12, 13)]}"
CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,"{'Secondary aliphatic amine': [(3,)], 'Primary amide': [(8, 10, 9)], 'fluorene': [(13, 14, 15, 16, 11, 12, 7, 22, 21, 20, 19, 18, 17)]}"
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,"{'Secondary amide': [(2, 3, 1, 0)], 'Arylfluoride': [(30, 29)], 'Benzene': [(4, 5, 6, 7, 28, 29)], 'imidazole': [(13, 14, 26, 11, 12)], '1,2,4-triazine': [(9, 8, 27, 26, 11, 10)], 'quinoline': [(16, 17, 18, 19, 20, 21, 22, 23, 24, 25)]}"
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,"{'Alkene': [(8, 9)], 'Ketone': [(9, 10, 11, 12)], 'Carboxylic ester': [(21, 22, 20, 19)]}"
Cc1cccc(C)c1OCC(C)N.Cl,"{'Alkylarylether': [(8, 7, 9)], 'Primary aliphatic amine': [(12,)], 'Benzene': [(1, 2, 3, 4, 5, 7)]}"
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,"{'Dialkylthioether': [(6, 5, 7)], 'Arylchloride': [(0, 1), (18, 17), (21, 20)], 'Nitro': [(25, 24, 26), (25, 24, 27)], 'Benzene': [(1, 2, 3, 4, 22, 23), (14, 15, 16, 17, 19, 20)], 'imidazole': [(10, 11, 12, 13, 9)]}"
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,"{'Imine': [(3, 4)], 'Lactam': [(2, 1, 0, 20)], 'Nitro': [(14, 15, 16)], 'Benzene': [(5, 6, 7, 8, 9, 10), (11, 12, 13, 17, 18, 19)]}"
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,"{'Carboxylic ester': [(3, 4, 2, 1)], 'Lactam': [(15, 13, 14, 11)], 'Arylfluoride': [(18, 17)], 'Benzene': [(15, 16, 17, 19, 20, 21)], 'imidazole': [(5, 9, 8, 7, 6)]}"
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,"{'Alkylarylether': [(8, 9, 5)], 'Carboxylic ester': [(3, 4, 2, 1)], 'Arylchloride': [(13, 12)], 'Benzene': [(9, 10, 11, 12, 14, 15)]}"
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,"{'Alkylarylether': [(2, 3, 1), (9, 8, 10)], 'Benzene': [(3, 4, 5, 6, 7, 8), (11, 12, 13, 14, 15, 16)], 'morpholine': [(18, 17, 22, 21, 20, 19)]}"
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"{'Alkylarylether': [(8, 7, 9)], 'Lactam': [(2, 1, 0, 29)], 'Arylchloride': [(22, 21), (24, 23)], 'Benzene': [(17, 18, 19, 20, 21, 23)], 'piperazine': [(14, 15, 16, 25, 26, 13)], 'tetrahydroquinoline': [(6, 7, 27, 28, 4, 5, 3, 2, 1, 29)]}"
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,"{'Tertiary aliphatic amine': [(19,)], 'Benzene': [(4, 5, 6, 7, 8, 9), (12, 13, 14, 15, 16, 17)]}"
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,"{'Alkene': [(7, 8)], 'Secondary hydroxyl': [(6, 5), (11, 10)], 'Ketone': [(12, 13, 14, 15)], 'Carboxylic acid': [(22, 23, 24)]}"
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,"{'Primary hydroxyl': [(23, 22)], 'Alkylarylether': [(3, 4, 1)], 'Secondary aliphatic amine': [(20,)], 'Nitrile': [(29, 28)], 'Hetero N nonbasic': [(9,), (24,)], 'Hetero O': [(25,)], 'Benzene': [(4, 5, 6, 7, 26, 27)], '2,3-dihydro-1H-indene': [(12, 13, 14, 15, 16, 11, 17, 18, 19)]}"
N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],"{'Tertiary mixed amine': [(4,)], 'Carboxylic acid': [(6, 7, 8), (10, 11, 12), (15, 16, 17), (20, 21, 22)], 'Nitrile': [(0, 1)], 'thiophene': [(2, 18, 14, 13, 3)]}"
Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,"{'Alkylarylether': [(2, 3, 1)], 'Benzene': [(3, 4, 5, 6, 7, 8)], 'decahydroisoquinoline': [(11, 12, 13, 14, 15, 17, 19, 20, 9, 10)]}"
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,"{'1,2-Diol': [(16, 15, 17, 18), (18, 17, 19, 20)], 'Phosphoric monoester': [(23, 24, 25, 26, 22, 21)], 'uracil': [(7, 6, 5, 12, 11, 9, 10, 8)], 'quinoxaline': [(1, 29, 28, 27, 13, 12, 5, 4, 3, 2)], 'pteridine': [(3, 27, 13, 12, 11, 9, 8, 6, 5, 4)]}"
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,"{'Alkene': [(5, 6)], 'Secondary hydroxyl': [(8, 7), (11, 10)], 'Carboxylic acid': [(13, 14, 15)], 'Arylfluoride': [(21, 20)], 'Benzene': [(17, 18, 19, 20, 22, 23)], '1H-indole': [(26, 27, 28, 29, 3, 4, 16, 24, 25)]}"
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,"{'Primary aromatic amine': [(7, 6)], 'Imide acidic': [(12, 13, 14, 15, 16)], 'Benzene': [(3, 4, 5, 6, 8, 9)], 'piperidine': [(10, 2, 15, 14, 12, 11)]}"
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,"{'Secondary hydroxyl': [(13, 12)], 'Secondary aliphatic amine': [(10,)], 'Primary amide': [(20, 22, 21)], 'Phenol': [(18, 17)], 'Benzene': [(4, 5, 6, 7, 8, 9), (14, 15, 16, 17, 19, 23)]}"
CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,"{'Alkene': [(12, 13), (14, 15), (31, 32)], 'Alkylarylether': [(2, 3, 1)], 'Secondary aromatic amine': [(7,)], 'Tertiary mixed amine': [(38,)], 'Imine': [(17, 16)], 'Sulfonic acid': [(26, 27, 28, 29), (47, 48, 49, 50)], 'Benzene': [(3, 4, 5, 6, 57, 58), (8, 9, 10, 11, 55, 56), (21, 22, 23, 24, 25, 30), (34, 35, 36, 37, 52, 53), (42, 43, 44, 45, 46, 51)]}"
O=[32P]([O-])([O-])O.[Na+].[Na+],"{'Phosphoric acid': [(1, 0, 2, 3, 4)]}"
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12.O,"{'Secondary hydroxyl': [(2, 1)], 'Thioenolether': [(12, 13, 11, 7)], 'Carboxylic acid': [(8, 9, 10)], 'Sulfuric diamide': [(19, 21, 22, 18, 20)], 'azetidin-2-one': [(5, 4, 3, 26, 6)], 'pyrrolidine': [(13, 23, 16, 15, 14)], '2-pyrroline': [(11, 7, 6, 26, 24)]}"
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,"{'Primary hydroxyl': [(19, 18)], 'Ketone': [(0, 1, 2, 3)], 'piperidine': [(16, 15, 14, 13, 21, 20)], 'phenothiazine': [(3, 4, 5, 6, 7, 8, 9, 22, 23, 24, 25, 26, 27, 28)]}"
CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,"{'Alkene': [(2, 3), (4, 5), (6, 7), (8, 9), (10, 11), (12, 13), (14, 15)], 'Secondary hydroxyl': [(23, 22), (27, 26), (30, 29), (36, 35), (42, 41), (45, 44), (48, 47), (68, 67)], 'Primary aliphatic amine': [(25,)], 'Primary aromatic amine': [(76, 75)], 'Ketone': [(37, 38, 39, 40), (49, 50, 51, 52), (54, 55, 56, 57), (69, 70, 71, 72)], 'Acetal': [(17, 16, 18, 19, 20)], 'Carboxylic acid': [(32, 33, 34)], 'Lactone': [(57, 58, 59, 60, 61)], 'Benzene': [(72, 73, 74, 75, 77, 78)], 'tetrahydropyran': [(24, 22, 20, 19, 18, 26)]}"
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,"{'Tertiary hydroxyl': [(1, 2)], 'Benzene': [(11, 12, 13, 14, 15, 16)], 'piperidine': [(8, 7, 6, 5, 10, 9)]}"
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],"{'Carboxylic acid': [(1, 2, 3), (5, 6, 7), (9, 10, 11)]}"
CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,"{'Secondary aliphatic amine': [(3,)], 'Carboxylic ester': [(11, 12, 10, 1)], 'Benzene': [(13, 14, 15, 16, 17, 18)]}"
CC1NCCOC1c1ccccc1.Cl,"{'Benzene': [(7, 8, 9, 10, 11, 12)], 'morpholine': [(1, 6, 5, 4, 3, 2)]}"
CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,"{'Primary aromatic amine': [(11, 10), (25, 24)], 'Carboxylic ester': [(5, 6, 4, 3), (19, 20, 18, 17)], 'Phenol': [(38, 37)], 'Nitro': [(29, 28, 30), (34, 35, 36), (40, 41, 42)], 'Benzene': [(7, 8, 9, 10, 12, 13), (21, 22, 23, 24, 26, 27), (31, 32, 33, 37, 39, 43)]}"
Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"{'Primary hydroxyl': [(2, 3)], 'Dialkylether': [(5, 4, 6)], 'Arylchloride': [(23, 22)], 'Benzene': [(13, 14, 15, 16, 17, 18), (19, 20, 21, 22, 24, 25)], 'piperazine': [(9, 10, 11, 26, 27, 8)]}"
CNC(=O)Oc1cccc2ccccc12,"{'Urethane': [(1, 2, 3, 4)], 'Benzene': [(5, 6, 7, 8, 9, 14), (9, 10, 11, 12, 13, 14)]}"
CC(NN)c1ccccc1,"{'Hydrazine': [(2, 3)], 'Benzene': [(4, 5, 6, 7, 8, 9)]}"
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,"{'Dialkylether': [(12, 5, 13)], 'Arylchloride': [(0, 1), (19, 18), (21, 20)], 'Benzene': [(1, 2, 3, 4, 20, 22)], 'imidazole': [(8, 9, 10, 11, 7)], 'thiophene': [(14, 15, 16, 17, 18)]}"
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,"{'Alkene': [(7, 8)], 'Diarylthioether': [(14, 15, 16)], 'Sulfonamide': [(20, 21, 22, 23)], 'Benzene': [(9, 10, 11, 12, 13, 14), (16, 17, 18, 19, 26, 27)], 'piperazine': [(2, 3, 4, 28, 29, 1)]}"
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,"{'Primary aromatic amine': [(14, 13)], 'Sulfonamide': [(7, 8, 9, 6)], 'Benzene': [(10, 11, 12, 13, 15, 16)], 'cytosine': [(6, 5, 4, 3, 2, 18, 19, 17)]}"
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],"{'Nitro': [(10, 11, 12)], 'Acylhydrazone': [(14, 15, 3, 4, 5)], 'furan': [(7, 8, 9, 13, 6)], 'hydantoin': [(0, 1, 2, 3, 14, 15, 16)]}"
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,"{'Alkene': [(4, 5), (25, 26), (33, 34)], 'Carboxylic acid': [(23, 22, 24), (27, 28, 29), (31, 30, 32), (35, 36, 37)], 'Benzene': [(6, 7, 8, 9, 10, 11)], 'piperidine': [(4, 3, 2, 1, 21, 20)], 'pyridine': [(15, 14, 19, 18, 17, 16)]}"
O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,"{'Tertiary mixed amine': [(10,)], 'Phosphoric acid': [(1, 0, 2, 3, 4)], 'Benzene': [(5, 6, 7, 8, 23, 24), (17, 18, 19, 20, 21, 22)], '2-imidazoline': [(12, 13, 14, 15, 16)]}"
C#CCN(C)Cc1ccccc1.Cl,"{'Alkyne': [(0, 1)], 'Tertiary aliphatic amine': [(3,)], 'Benzene': [(6, 7, 8, 9, 10, 11)]}"
