smiles,fgs
CS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,"{'Alkyne': [(13, 14)], 'Tertiary hydroxyl': [(16, 15)], 'Diarylether': [(7, 8, 9)], 'Sulfonyl': [(1, 2, 3)], 'Benzene': [(4, 5, 6, 7, 26, 27), (9, 10, 11, 12, 24, 25)], 'quinuclidine': [(15, 17, 18, 19, 20, 21, 22, 23)]}"
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,"{'Secondary mixed amine': [(8,)], 'Nitrile': [(20, 19)], 'Arylfluoride': [(15, 14)], 'pyrazole': [(2, 1, 25, 24, 3)], 'pyridine': [(13, 12, 11, 17, 16, 14)], 'pyrazine': [(5, 22, 21, 18, 7, 6)]}"
O=C1CCCCCN1,"{'Lactam': [(2, 1, 0, 7)]}"
CCCSc1ncccc1C(=O)N1CCCC1c1ccncc1,"{'Alkylarylthioether': [(3, 4, 2)], 'Tertiary amide': [(10, 11, 12, 13, 16)], 'pyrrolidine': [(14, 15, 16, 12, 13)], 'pyridine': [(8, 7, 6, 5, 4, 9), (17, 18, 19, 20, 21, 22)]}"
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,"{'Secondary amide': [(11, 12, 13, 14)], 'Sulfonamide': [(5, 6, 7, 8)], 'Benzene': [(1, 2, 3, 4, 30, 31), (24, 25, 26, 27, 28, 29)], 'pyrazole': [(10, 9, 23, 22, 21)]}"
Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,"{'Primary aromatic amine': [(0, 1)], 'Phenol': [(11, 10)], 'Benzene': [(1, 2, 3, 4, 15, 16)], 'benzo[d]thiazole': [(9, 10, 12, 13, 14, 5, 6, 7, 8)]}"
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,"{'Alkylarylether': [(1, 2, 0)], 'Secondary amide': [(18, 19, 20, 21)], 'Tertiary amide': [(10, 11, 9, 8, 24)], 'Nitrile': [(23, 22)], 'Benzene': [(2, 3, 4, 5, 26, 27)], 'piperazine': [(7, 8, 9, 24, 25, 6)]}"
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,"{'Alkylarylether': [(10, 9, 11), (13, 12, 14), (16, 15, 17)], 'Tertiary aliphatic amine': [(25,)], 'Carboxylic ester': [(5, 6, 4, 3)], 'Benzene': [(7, 8, 9, 12, 15, 18), (19, 20, 21, 22, 23, 24)]}"
COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CC[C@@H](O)C1,"{'Secondary hydroxyl': [(29, 28)], 'Alkylarylether': [(1, 2, 0)], 'Lactam': [(19, 20, 21, 5)], 'Arylchloride': [(15, 14)], 'Hetero N nonbasic': [(6,), (7,)], 'Benzene': [(2, 3, 4, 22, 23, 24), (11, 12, 13, 14, 16, 17)], 'pyrrolidine': [(27, 28, 30, 25, 26)], 'thiophene': [(8, 9, 10, 18, 19)]}"
CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2,"{'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(35, 28, 34)], 'Secondary aliphatic amine': [(23,)], 'Lactam': [(34, 32, 33, 31)], 'Nitrile': [(17, 16)], 'piperidine': [(22, 21, 20, 4, 3, 2)], 'pyridine': [(27, 26, 25, 30, 29, 28)], 'quinolin-2(1H)-one': [(9, 8, 10, 11, 12, 13, 14, 15, 18, 19, 7)]}"
CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2nc(O)sc12,"{'Dialkylether': [(8, 7, 9)], 'Secondary aliphatic amine': [(17,)], 'Phenol': [(24, 23), (28, 27)], 'Benzene': [(11, 12, 13, 14, 15, 16)], 'benzo[d]thiazole': [(22, 21, 20, 30, 29, 27, 26, 25, 23)]}"
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,"{'Secondary amide': [(1, 0, 2, 3), (7, 8, 9, 10)], 'Arylchloride': [(27, 26)], 'Hetero N nonbasic': [(4,), (5,)], 'Hetero O': [(22,)], 'Benzene': [(10, 11, 12, 13, 20, 21), (23, 24, 25, 26, 28, 29)], 'morpholine': [(15, 16, 17, 18, 19, 14)]}"
COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,"{'Alkylarylether': [(1, 2, 0)], 'Diarylether': [(5, 6, 7)], 'Benzene': [(2, 3, 4, 5, 29, 30), (7, 8, 9, 10, 11, 28)], 'piperidine': [(16, 15, 14, 13, 27, 17)], 'thymine': [(21, 20, 19, 18, 25, 26, 24, 22, 23)]}"
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,"{'Alkylarylether': [(17, 18, 16)], 'Carboxylic acid': [(1, 0, 2)], 'Arylchloride': [(22, 21), (24, 23)], 'Benzene': [(3, 4, 5, 6, 7, 30), (18, 19, 20, 21, 23, 25)], 'piperidine': [(11, 10, 9, 8, 29, 28), (16, 15, 14, 13, 27, 26)]}"
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,"{'Alkylarylether': [(5, 6, 4)], 'Secondary aliphatic amine': [(1,)], 'Benzene': [(6, 7, 8, 9, 10, 11), (13, 14, 15, 16, 17, 18)]}"
O=C(CCCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,"{'Tertiary amide': [(1, 0, 11, 12, 24)], 'Arylchloride': [(19, 18), (22, 21)], 'Benzene': [(15, 16, 17, 18, 20, 21)], 'pyridine': [(5, 6, 7, 8, 9, 10)], 'piperazine': [(12, 13, 14, 23, 24, 11)]}"
COc1cnc(-c2ccccn2)nc1N(C)C,"{'Alkylarylether': [(1, 2, 0)], 'Tertiary mixed amine': [(14,)], 'pyridine': [(8, 7, 6, 11, 10, 9)], 'pyrimidine': [(2, 3, 4, 5, 12, 13)]}"
c1ccc(-c2cc(NCCCCCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,"{'Secondary mixed amine': [(7,), (16,)], 'Benzene': [(0, 1, 2, 3, 40, 41), (20, 21, 22, 23, 24, 25)], 'quinoline': [(30, 29, 28, 27, 26, 19, 18, 17, 32, 31), (35, 36, 37, 38, 39, 4, 5, 6, 33, 34)]}"
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,"{'Alkylarylthioether': [(1, 2, 0)], 'Carboxylic acid': [(24, 25, 26)], 'Secondary amide': [(4, 5, 6, 7)], 'Benzene': [(20, 21, 22, 23, 27, 28)], 'pyrazole': [(3, 2, 19, 18, 17)]}"
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1,"{'Imine': [(16, 10)], 'Amidine': [(1, 2, 3)], 'thiophene': [(19, 20, 21, 22, 18)], 'oxazole': [(13, 14, 15, 11, 12)], 'pyridine': [(8, 7, 6, 5, 4, 9)]}"
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,"{'Sulfonyl': [(1, 2, 3)], 'tetrahydrofuran': [(11, 12, 13, 15, 10)], 'pyrimidine': [(6, 5, 27, 17, 16, 7)], 'morpholine': [(9, 10, 15, 13, 14, 8)], '1H-indole': [(19, 20, 21, 22, 23, 24, 25, 26, 18)]}"
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,"{'Alkylfluoride': [(33, 32)], 'Tertiary amide': [(2, 3, 1, 0, 16)], 'Trifluoromethyl': [(26, 25, 27, 28)], 'Benzene': [(5, 6, 7, 8, 14, 15), (21, 22, 23, 24, 29, 30)], 'tetrazole': [(10, 9, 13, 12, 11)], 'piperidine': [(16, 17, 18, 19, 31, 32)]}"
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,"{'Alkene': [(10, 11)], 'Ketone': [(0, 1, 2, 3), (11, 12, 13, 14)]}"
CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,"{'Secondary hydroxyl': [(15, 14)], 'Alkylarylether': [(21, 22, 20)], 'Secondary amide': [(10, 11, 12, 13)], 'Arylchloride': [(26, 25), (28, 27)], 'Sulfonyl': [(1, 2, 3)], 'Benzene': [(4, 5, 6, 7, 8, 9), (22, 23, 24, 25, 27, 29)], 'piperidine': [(20, 19, 18, 17, 31, 30)]}"
N#Cc1ccccc1Oc1ccc(C(=O)NCc2ccncc2)cc1,"{'Diarylether': [(7, 8, 9)], 'Secondary amide': [(13, 14, 15, 16)], 'Nitrile': [(0, 1)], 'Benzene': [(2, 3, 4, 5, 6, 7), (9, 10, 11, 12, 23, 24)], 'pyridine': [(17, 18, 19, 20, 21, 22)]}"
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,"{'Primary aromatic amine': [(21, 20)], 'Tertiary mixed amine': [(1,)], 'Secondary amide': [(10, 11, 12, 13)], 'Benzene': [(14, 15, 16, 17, 18, 19)], 'thiophene': [(20, 22, 7, 8, 9)], 'pyridine': [(3, 4, 5, 6, 7, 22)]}"
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"{'Secondary amide': [(6, 7, 5, 4)], 'Lactam': [(30, 31, 32, 15)], 'Benzene': [(1, 2, 3, 4, 13, 14)], 'thiazole': [(8, 9, 10, 11, 12)], 'piperazine': [(23, 24, 25, 27, 28, 22)], 'quinazoline': [(21, 20, 19, 18, 17, 16, 15, 31, 30, 29)]}"
Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,"{'Arylchloride': [(34, 33)], 'pyrazole': [(7, 6, 24, 23, 22)], 'imidazole': [(4, 5, 1, 2, 3)], 'uracil': [(9, 8, 7, 22, 17, 15, 16, 10)], 'quinoline': [(33, 32, 31, 30, 29, 28, 27, 26, 36, 35)]}"
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,"{'Alkylarylether': [(1, 2, 0)], 'Alkylarylthioether': [(28, 22, 27)], 'Secondary aliphatic amine': [(18,)], 'Nitrile': [(10, 9)], 'oxy': [(26,)], 'piperidine': [(17, 16, 15, 14, 30, 29)], 'pyridine': [(22, 21, 20, 25, 24, 23)], 'quinoline': [(2, 3, 4, 5, 6, 7, 8, 11, 31, 32)]}"
CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,"{'Alkylarylether': [(25, 24, 26)], 'Secondary amide': [(2, 3, 1, 0)], 'Tertiary amide': [(21, 22, 19, 18, 20)], 'Lactam': [(9, 10, 11, 5)], 'Nitrile': [(29, 28)], 'Arylchloride': [(41, 40), (43, 42)], 'Benzene': [(23, 24, 27, 30, 31, 36), (31, 32, 33, 34, 35, 36), (37, 38, 39, 40, 42, 44)], 'piperidine': [(4, 12, 13, 14, 45, 46), (8, 7, 6, 5, 10, 9)]}"
O=C1Nc2ccccc2B(O)N1c1ccccc1,"{'Hydroxy': [(10,)], 'Urea': [(2, 1, 0, 11)], 'Benzene': [(3, 4, 5, 6, 7, 8), (12, 13, 14, 15, 16, 17)]}"
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,"{'Tertiary aliphatic amine': [(3,)], 'Primary amide': [(7, 9, 8)], 'Benzene': [(10, 11, 12, 13, 14, 15)], 'pyridine': [(18, 17, 16, 21, 20, 19)]}"
N#CN=C(N)c1sc(Nc2ccccc2)nc1N,"{'Primary aromatic amine': [(17, 16)], 'Amidine': [(4, 3, 2)], 'Nitrile': [(0, 1)], 'Isothiourea': [(15, 7, 6, 8)], 'Benzene': [(9, 10, 11, 12, 13, 14)], 'thiazole': [(16, 5, 6, 7, 15)]}"
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@H](C)C(=O)O)c(C)c1,"{'Alkylarylether': [(19, 18, 20)], 'Carboxylic acid': [(22, 23, 24)], 'Sulfonyl': [(2, 3, 4)], 'Trifluoromethyl': [(13, 12, 14, 15)], 'Benzene': [(5, 6, 7, 8, 25, 27), (9, 10, 11, 16, 17, 18)]}"
N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,"{'Alkylarylether': [(18, 17, 19)], 'Carboxylic acid': [(20, 21, 22)], 'Nitrile': [(0, 1)], 'Arylfluoride': [(6, 5)], 'Trifluoromethyl': [(12, 11, 13, 14)], 'Benzene': [(2, 3, 4, 5, 7, 23), (8, 9, 10, 15, 16, 17)]}"
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,"{'Primary hydroxyl': [(24, 23)], 'Dialkylether': [(21, 20, 22)], 'Alkylarylether': [(1, 2, 0)], 'Primary aromatic amine': [(13, 12)], 'Lactam': [(6, 27, 28, 16)], 'pyridine': [(4, 3, 2, 30, 29, 5), (7, 6, 27, 16, 15, 8)], 'pyrimidine': [(8, 9, 11, 12, 14, 15)]}"
CC(Nc1ncnc2ccccc12)c1ccccc1,"{'Secondary mixed amine': [(2,)], 'Benzene': [(13, 14, 15, 16, 17, 18)], 'quinazoline': [(10, 9, 8, 7, 6, 5, 4, 3, 12, 11)]}"
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,"{'Primary aromatic amine': [(11, 10)], 'Carboxylic acid': [(13, 14, 15)], 'Oxoarene': [(18, 19)], 'Hetero O': [(7,)], 'Benzene': [(3, 4, 5, 6, 20, 21)], 'pyridine': [(16, 12, 10, 9, 8, 17)]}"
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1,"{'Secondary hydroxyl': [(10, 9)], 'Dialkylether': [(16, 15, 17), (19, 18, 20)], 'Secondary aliphatic amine': [(12,)], 'Phenol': [(5, 4)], 'Oxoarene': [(1, 0)], 'Benzene': [(22, 23, 24, 25, 26, 31), (26, 27, 28, 29, 30, 31)], 'benzo[d]thiazole': [(6, 7, 8, 32, 33, 1, 2, 3, 4)]}"
COc1ccccc1Cn1c(C)nc2ccccc21,"{'Alkylarylether': [(1, 2, 0)], 'Benzene': [(2, 3, 4, 5, 6, 7)], 'benzimidazole': [(15, 16, 17, 18, 9, 10, 12, 13, 14)]}"
O=C(O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc3ccccc3F)c2)nc1,"{'Alkylarylether': [(13, 12, 14), (24, 23, 25)], 'Carboxylic acid': [(1, 0, 2)], 'Secondary amide': [(8, 9, 7, 6)], 'Arylfluoride': [(21, 20), (32, 31)], 'Benzene': [(10, 11, 12, 22, 23, 33), (15, 16, 17, 18, 19, 20), (26, 27, 28, 29, 30, 31)], 'pyridine': [(4, 3, 35, 34, 6, 5)]}"
NC(Cc1c[nH]c2ccccc12)C(=O)O,"{'Primary aliphatic amine': [(0,)], 'Carboxylic acid': [(12, 13, 14)], '1H-indole': [(9, 8, 7, 6, 5, 4, 3, 11, 10)]}"
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,"{'Carboxylic acid': [(1, 0, 2)], 'Secondary amide': [(16, 17, 15, 14)], 'Arylfluoride': [(23, 22)], '2,3-dihydro-1H-indene': [(9, 10, 11, 12, 7, 8, 6, 14, 13)], '1H-indole': [(22, 24, 25, 26, 27, 18, 19, 20, 21)]}"
CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,"{'Carboxylic acid': [(24, 25, 26)], 'Secondary amide': [(3, 4, 2, 1)], 'Trifluoromethyl': [(14, 13, 15, 16)], 'pyrazole': [(11, 10, 9, 17, 12)], 'pyridine': [(27, 23, 22, 21, 20, 19)], '7-azaindole': [(18, 28, 29, 30, 31, 5, 6, 7, 8)]}"
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,"{'Secondary amide': [(11, 12, 13, 14)], 'Sulfonamide': [(5, 6, 7, 8)], 'Benzene': [(1, 2, 3, 4, 29, 30)], 'pyrazole': [(10, 9, 23, 22, 20)]}"
c1ccc(Nc2cc(Nc3ccccc3)[nH]n2)cc1,"{'Benzene': [(0, 1, 2, 3, 17, 18), (9, 10, 11, 12, 13, 14)], 'pyrazole': [(6, 5, 16, 15, 7)]}"
COCCNC(=O)c1cccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)c1,"{'Dialkylether': [(1, 0, 2)], 'Secondary amide': [(5, 6, 4, 3)], 'Benzene': [(7, 8, 9, 10, 11, 29)], 'pyridine': [(19, 20, 21, 22, 23, 24)], 'quinazoline': [(18, 25, 26, 27, 28, 13, 14, 15, 16, 17)]}"
CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c1ccc(C)cc1,"{'Secondary amide': [(6, 7, 5, 2)], 'Sulfonamide': [(15, 16, 17, 14)], 'Benzene': [(18, 19, 20, 21, 23, 24)], 'pyrazole': [(8, 9, 10, 11, 13)]}"
NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,"{'Alkylarylether': [(9, 8, 10)], 'Primary amide': [(1, 2, 0)], 'Arylfluoride': [(6, 5)], 'Benzene': [(3, 4, 5, 7, 8, 25), (19, 20, 21, 22, 23, 24)], 'pyrrolidine': [(13, 14, 15, 17, 12)], 'piperidine': [(10, 11, 12, 17, 15, 16)]}"
N#Cc1c(-c2ccccc2)nc(SCCc2ccccc2)[nH]c1=O,"{'Alkylarylthioether': [(12, 11, 13)], 'Lactam': [(2, 22, 23, 21)], 'Nitrile': [(0, 1)], 'Isothiourea': [(10, 11, 12, 21)], 'Benzene': [(4, 5, 6, 7, 8, 9), (15, 16, 17, 18, 19, 20)], 'pyrimidine': [(2, 3, 10, 11, 21, 22)]}"
O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,"{'Tertiary hydroxyl': [(12, 11)], 'Carboxylic ester': [(1, 0, 2, 3)], 'Benzene': [(13, 14, 15, 16, 17, 18), (19, 20, 21, 22, 23, 24)], 'quinuclidine': [(3, 4, 5, 6, 7, 8, 9, 10)]}"
Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,"{'Secondary amide': [(8, 9, 7, 6)], 'Arylbromide': [(19, 18)], 'Sulfonyl': [(12, 13, 14)], 'Benzene': [(1, 2, 3, 4, 5, 6)], 'thiophene': [(16, 17, 18, 20, 15)]}"
Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,"{'Tertiary amide': [(13, 14, 15, 16, 17)], 'Arylfluoride': [(23, 22)], 'Benzene': [(9, 10, 11, 12, 18, 19)], 'imidazole': [(3, 4, 24, 1, 2)], 'pyrimidine': [(22, 21, 20, 7, 6, 5)]}"
COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,"{'Alkylarylether': [(1, 2, 0)], 'Benzene': [(2, 3, 4, 5, 6, 18), (11, 12, 13, 14, 15, 16)], 'imidazole': [(7, 8, 9, 10, 17)]}"
O=C(COc1ccccc1)c1ccccc1,"{'Alkylarylether': [(3, 4, 2)], 'Ketone': [(2, 1, 0, 10)], 'Benzene': [(4, 5, 6, 7, 8, 9), (10, 11, 12, 13, 14, 15)]}"
COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,"{'Alkylarylether': [(1, 2, 0)], 'Tertiary aliphatic amine': [(27,)], 'Secondary aromatic amine': [(12,)], 'Secondary mixed amine': [(24,)], 'Primary amide': [(8, 10, 9)], 'Arylfluoride': [(17, 16), (20, 19)], 'Benzene': [(13, 14, 15, 16, 18, 19)], 'quinoline': [(23, 2, 3, 4, 5, 6, 7, 11, 21, 22)]}"
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,"{'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(13, 12, 14)], 'Imine': [(21, 22)], 'Amidine': [(25, 24, 26)], '2,3-dihydro-1H-indene': [(11, 12, 18, 19, 9, 10, 8, 5, 20)]}"
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,"{'Alkylarylether': [(1, 2, 0), (21, 20, 22)], 'Arylchloride': [(16, 15)], 'Arylfluoride': [(14, 13)], 'Benzene': [(10, 11, 12, 13, 15, 17)], 'pyrrolidine': [(27, 28, 29, 25, 26)], 'quinazoline': [(20, 2, 3, 4, 5, 6, 7, 8, 18, 19)]}"
O=C1CCOc2cc(COc3ccccc3)ccc21,"{'Alkylarylether': [(4, 5, 3), (9, 10, 8)], 'Ketone': [(2, 1, 0, 18)], 'Benzene': [(5, 6, 7, 16, 17, 18), (10, 11, 12, 13, 14, 15)]}"
Clc1cccc2cn[nH]c12,"{'Arylchloride': [(0, 1)], '1H-indazole': [(3, 2, 1, 9, 8, 7, 6, 5, 4)]}"
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,"{'Secondary amide': [(2, 3, 1, 0)], 'Tertiary amide': [(9, 10, 11, 12, 13)], 'Trifluoromethyl': [(23, 22, 24, 25)], 'Benzene': [(4, 5, 6, 7, 30, 31), (18, 19, 20, 21, 26, 27)], 'piperidine': [(13, 14, 15, 16, 28, 29)]}"
COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,"{'Secondary hydroxyl': [(15, 14)], 'Dialkylether': [(1, 0, 2)], 'Secondary aliphatic amine': [(4,), (12,)], 'Phenol': [(20, 19)], 'Oxoarene': [(23, 24)], 'Benzene': [(6, 7, 8, 9, 27, 28)], 'benzo[d]thiazole': [(18, 17, 16, 26, 25, 23, 22, 21, 19)]}"
C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,"{'Alkyne': [(0, 1)], 'Arylchloride': [(24, 23)], 'pyrazole': [(6, 7, 14, 27, 28)], 'imidazole': [(8, 9, 10, 11, 12)], 'uracil': [(5, 4, 6, 28, 29, 34, 35, 3)], 'quinoline': [(23, 22, 21, 20, 19, 18, 17, 16, 26, 25)]}"
C[C@H](NC(=O)c1cccnc1Oc1ccccc1)c1ccccc1,"{'Diarylether': [(10, 11, 12)], 'Secondary amide': [(3, 4, 2, 1)], 'Benzene': [(12, 13, 14, 15, 16, 17), (18, 19, 20, 21, 22, 23)], 'pyridine': [(6, 5, 10, 9, 8, 7)]}"
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,"{'Secondary amide': [(1, 0, 2, 3)], 'Arylchloride': [(30, 29)], 'Benzene': [(14, 15, 16, 27, 28, 29)], 'morpholine': [(19, 20, 26, 24, 25, 18), (21, 20, 26, 24, 23, 22)]}"
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,"{'Alkylarylether': [(1, 2, 0), (18, 17, 19)], 'Primary aromatic amine': [(13, 12)], 'Sulfonamide': [(6, 7, 8, 5)], 'Benzene': [(9, 10, 11, 12, 14, 15)], 'pyrimidine': [(3, 2, 20, 17, 16, 4)]}"
